"", "ID1", "Year", "ID2", "Latitude", "Longitude", "Elevation", "Tmax01", "Tmax02", "Tmax03", "Tmax04", "Tmax05", "Tmax06", "Tmax07", "Tmax08", "Tmax09", "Tmax10", "Tmax11", "Tmax12", "Tmin01", "Tmin02", "Tmin03", "Tmin04", "Tmin05", "Tmin06", "Tmin07", "Tmin08", "Tmin09", "Tmin10", "Tmin11", "Tmin12", "Tave01", "Tave02", "Tave03", "Tave04", "Tave05", "Tave06", "Tave07", "Tave08", "Tave09", "Tave10", "Tave11", "Tave12", "PPT01", "PPT02", "PPT03", "PPT04", "PPT05", "PPT06", "PPT07", "PPT08", "PPT09", "PPT10", "PPT11", "PPT12", "DD_0_01", "DD_0_02", "DD_0_03", "DD_0_04", "DD_0_05", "DD_0_06", "DD_0_07", "DD_0_08", "DD_0_09", "DD_0_10", "DD_0_11", "DD_0_12", "DD5_01", "DD5_02", "DD5_03", "DD5_04", "DD5_05", "DD5_06", "DD5_07", "DD5_08", "DD5_09", "DD5_10", "DD5_11", "DD5_12", "DD_18_01", "DD_18_02", "DD_18_03", "DD_18_04", "DD_18_04", "DD_18_05", "DD_18_06", "DD_18_07", "DD_18_08", "DD_18_09", "DD_18_10", "DD_18_11", "DD_18_12", "DD18_01", "DD18_02", "DD18_03", "DD18_04", "DD18_05", "DD18_06", "DD18_07", "DD18_08", "DD18_09", "DD18_10", "DD18_11", "DD18_12", "NFFD01", "NFFD02", "NFFD03", "NFFD04", "NFFD05", "NFFD06", "NFFD07", "NFFD08", "NFFD09", "NFFD10", "NFFD11", "NFFD12", "PAS01", "PAS02", "PAS03", "PAS04", "PAS05", "PAS06", "PAS07", "PAS08", "PAS09", "PAS10", "PAS11", "PAS12", "Eref01", "Eref02", "Eref03", "Eref04", "Eref05", "Eref06", "Eref07", "Eref08", "Eref09", "Eref10", "Eref11", "Eref12", "CMD01", "CMD02", "CMD03", "CMD04", "CMD05", "CMD06", "CMD07", "CMD08", "CMD09", "CMD10", "CMD11", "CMD12", "RH01", "RH02", "RH03", "RH04", "RH05", "RH06", "RH07", "RH08", "RH09", "RH10", "RH11", "RH12", "NA_L1NAME"
"653201", "ak047.crn", 1960, "BRFR", 68.1, -140.9, 100, -29.8, -17.9, -14.6, -4.9, 9.5, 19.5, 19.5, 14.1, 6.4, -4, -22.3, -18, -39.9, -27.4, -26.2, -17.3, -0.2, 7.3, 7.4, 5.3, -1.5, -12.3, -29.5, -26.8, -34.8, -22.7, -20.4, -11.1, 4.7, 13.4, 13.5, 9.7, 2.5, -8.2, -25.9, -22.4, 11, 8, 9, 12, 0, 31, 34, 27, 22, 25, 12, 13, 1077, 635, 635, 337, 7, 0, 0, 0, 16, 220, 769, 693, 0, 0, 0, 0, 42, 252, 264, 144, 21, 1, 0, 0, 1631, 1135, 1193, 871, 871, 413, 141, 140, 259, 466, 814, 1315, 1247, 0, 0, 0, 0, 1, 6, 4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 13, 29, 31, 29, 10, 0, 0, 0, 11, 8, 9, 12, 0, 0, 0, 2, 5, 20, 16, 13, 0, 0, 0, 0, 53, 95, 90, 49, 19, 0, 0, 0, 0, 0, 0, 0, 53, 64, 56, 22, 0, 0, 0, 0, 47, 55, 48, 49, 67, 62, 62, 71, 72, 65, 63, 54, "TAIGA"
"653528", "ak047.crn", 1907, "BRFR", 68.1, -140.9, 100, -25.3, -26.9, -17.1, -2.4, 11.7, 19.6, 21, 16.3, 8.1, -5, -17.5, -17.7, -35.6, -37.1, -30.3, -15.9, -0.4, 6.7, 8.2, 4.9, -1.6, -12.2, -25.9, -27.3, -30.4, -32, -23.7, -9.2, 5.7, 13.1, 14.6, 10.6, 3.3, -8.6, -21.7, -22.5, 11, 10, 10, 9, 0, 30, 34, 35, 20, 23, 15, 13, 942, 895, 736, 280, 4, 0, 0, 0, 12, 224, 645, 696, 0, 0, 0, 1, 56, 243, 296, 172, 27, 1, 0, 0, 1496, 1397, 1295, 813, 813, 383, 147, 111, 231, 442, 826, 1190, 1251, 0, 0, 0, 0, 1, 6, 7, 1, 0, 0, 0, 0, 0, 0, 0, 0, 13, 29, 31, 29, 10, 0, 0, 0, 11, 10, 10, 9, 0, 0, 0, 1, 7, 23, 15, 13, 0, 0, 0, 0, 62, 97, 96, 58, 21, 0, 0, 0, 0, 0, 0, 0, 62, 67, 62, 23, 1, 0, 0, 0, 48, 49, 41, 46, 60, 60, 61, 64, 66, 69, 60, 54, "TAIGA"
"653855", "ak047.crn", 2009, "BRFR", 68.1, -140.9, 100, -24, -19.6, -17.3, -1.4, 11.6, 19.6, 22.5, 16.6, 9.7, -3, -16.8, -16.3, -33.6, -29.9, -28.8, -13.7, -1.1, 7, 9.4, 7.7, 0.5, -9.9, -25.6, -25.6, -28.8, -24.8, -23.1, -7.6, 5.3, 13.3, 15.9, 12.1, 5.1, -6.4, -21.2, -20.9, 10, 10, 10, 9, 0, 10, 34, 14, 20, 23, 15, 13, 892, 693, 716, 233, 5, 0, 0, 0, 5, 199, 632, 648, 0, 0, 0, 1, 50, 248, 340, 222, 48, 2, 0, 0, 1446, 1193, 1274, 766, 766, 395, 144, 77, 183, 387, 760, 1176, 1203, 0, 0, 0, 0, 1, 6, 14, 3, 0, 0, 0, 0, 0, 0, 0, 0, 10, 29, 31, 30, 16, 1, 0, 0, 10, 10, 10, 9, 0, 0, 0, 0, 2, 18, 8, 13, 0, 0, 0, 0, 63, 96, 101, 54, 23, 0, 0, 0, 0, 0, 0, 0, 63, 86, 67, 40, 2, 0, 0, 0, 52, 51, 47, 50, 58, 61, 61, 72, 69, 71, 58, 54, "TAIGA"
"654182", "ak047.crn", 1943, "BRFR", 68.1, -140.9, 100, -27.9, -20.1, -16.3, -1.9, 10.5, 20.8, 23, 15.4, 8.7, -2.3, -10.5, -13.3, -36.7, -29.6, -27.5, -16, -1.5, 7.2, 7.5, 5.3, 0.4, -10.6, -19.2, -23.6, -32.3, -24.8, -21.9, -8.9, 4.5, 14, 15.2, 10.4, 4.5, -6.4, -14.9, -18.5, 11, 10, 10, 9, 0, 30, 34, 35, 20, 23, 15, 13, 999, 694, 681, 274, 7, 0, 0, 0, 7, 199, 443, 572, 0, 0, 0, 1, 40, 269, 319, 165, 40, 2, 0, 0, 1553, 1195, 1239, 807, 807, 418, 129, 94, 238, 404, 760, 985, 1126, 0, 0, 0, 0, 1, 8, 10, 1, 0, 0, 0, 0, 0, 0, 0, 0, 9, 29, 31, 29, 15, 0, 0, 0, 11, 10, 10, 9, 0, 0, 0, 2, 5, 23, 15, 13, 0, 0, 0, 0, 59, 102, 108, 54, 21, 0, 0, 0, 0, 0, 0, 0, 59, 72, 74, 19, 1, 0, 0, 0, 54, 54, 49, 44, 60, 59, 54, 67, 72, 65, 61, 55, "TAIGA"
"654509", "ak047.crn", 1913, "BRFR", 68.1, -140.9, 100, -29.4, -20.2, -14.6, -2.5, 10.5, 19.3, 21.3, 15.7, 8.4, -5.4, -16.1, -18.3, -37.6, -30.5, -26.9, -16.9, -3.5, 6.2, 7.4, 4, -2.3, -14.2, -24.8, -28.4, -33.5, -25.3, -20.8, -9.7, 3.5, 12.8, 14.3, 9.9, 3, -9.8, -20.5, -23.3, 11, 10, 10, 9, 0, 30, 34, 35, 20, 23, 15, 13, 1036, 709, 645, 296, 12, 0, 0, 0, 13, 232, 609, 721, 0, 0, 0, 1, 29, 234, 288, 149, 26, 1, 0, 0, 1591, 1210, 1203, 829, 829, 449, 154, 119, 253, 449, 865, 1153, 1276, 0, 0, 0, 0, 0, 5, 6, 1, 0, 0, 0, 0, 0, 0, 0, 0, 5, 29, 31, 27, 8, 0, 0, 0, 11, 10, 10, 9, 0, 0, 0, 2, 7, 23, 15, 13, 0, 0, 0, 0, 61, 96, 99, 57, 22, 0, 0, 0, 0, 0, 0, 0, 61, 67, 65, 22, 2, 0, 0, 0, 56, 51, 45, 43, 53, 60, 58, 63, 63, 62, 59, 53, "TAIGA"
"654836", "ak048.crn", 1936, "BRCL", 67.11667, -149.9167, 100, -22.9, -25.8, -14, 0, 11.1, 22, 19.8, 19.1, 7.8, -3.5, -12.6, -22.3, -31.9, -35, -29.7, -16.3, -1.6, 6.9, 7.5, 6.3, -2.7, -11.6, -20.7, -30.8, -27.4, -30.4, -21.8, -8.1, 4.8, 14.5, 13.7, 12.7, 2.6, -7.6, -16.7, -26.6, 6, 7, 16, 4, 20, 56, 64, 89, 123, 46, 41, 18, 847, 849, 678, 250, 6, 0, 0, 0, 15, 214, 497, 821, 0, 0, 0, 1, 43, 283, 270, 240, 22, 1, 0, 0, 1402, 1351, 1236, 783, 783, 410, 118, 135, 166, 464, 796, 1039, 1377, 0, 0, 0, 0, 1, 10, 4, 3, 0, 0, 0, 0, 0, 0, 0, 0, 9, 29, 31, 30, 7, 0, 0, 0, 6, 7, 16, 4, 7, 0, 1, 2, 41, 55, 57, 7, 0, 0, 0, 0, 62, 109, 92, 67, 22, 0, 0, 0, 0, 0, 0, 0, 41, 53, 28, 0, 0, 0, 0, 0, 55, 53, 34, 38, 58, 55, 62, 60, 63, 66, 63, 58, "NORTHWESTERN FORESTED MOUNTAINS"
"655113", "ak048.crn", 1976, "BRCL", 67.11667, -149.9167, 100, -24.2, -23.6, -11.1, 3.8, 12.8, 20.2, 21.3, 22.2, 12, -4.4, -8.1, -19.6, -33.9, -37, -26, -13.1, -1.6, 4.9, 6.2, 5.7, -0.9, -14.4, -18.1, -30.3, -29, -30.3, -18.6, -4.6, 5.6, 12.5, 13.8, 14, 5.6, -9.4, -13.1, -25, 11, 29, 23, 5, 42, 51, 66, 41, 63, 38, 34, 7, 898, 847, 577, 164, 4, 0, 0, 0, 4, 230, 391, 772, 0, 0, 0, 3, 55, 226, 273, 279, 55, 1, 0, 0, 1452, 1349, 1135, 679, 679, 385, 159, 132, 126, 373, 853, 932, 1327, 0, 0, 0, 0, 1, 4, 4, 6, 1, 0, 0, 0, 0, 0, 0, 0, 9, 27, 30, 29, 11, 0, 0, 0, 11, 29, 23, 5, 10, 0, 1, 1, 30, 30, 17, 13, 0, 0, 0, 0, 68, 103, 103, 80, 29, 0, 0, 0, 0, 0, 0, 0, 26, 52, 36, 39, 0, 0, 0, 0, 52, 37, 38, 39, 53, 54, 54, 51, 58, 58, 56, 49, "NORTHWESTERN FORESTED MOUNTAINS"
"655390", "ak048.crn", 1930, "BRCL", 67.11667, -149.9167, 100, -17.1, -26.3, -14.2, -1.6, 12.4, 19.9, 20.7, 16.6, 7.8, -4.2, -18, -15.4, -25, -34.7, -25.9, -15.8, -0.4, 5.3, 7.5, 5.5, -1.2, -12.4, -25.5, -24, -21, -30.5, -20.1, -8.7, 6, 12.6, 14.1, 11, 3.3, -8.3, -21.7, -19.7, 19, 13, 33, 6, 19, 70, 44, 169, 87, 42, 24, 11, 652, 853, 623, 266, 3, 0, 0, 0, 11, 222, 647, 609, 0, 0, 0, 1, 62, 228, 282, 185, 28, 1, 0, 0, 1206, 1355, 1181, 799, 799, 373, 158, 124, 218, 441, 820, 1191, 1163, 0, 0, 0, 0, 1, 4, 5, 1, 0, 0, 0, 0, 0, 0, 0, 0, 13, 28, 31, 29, 10, 0, 0, 0, 19, 13, 33, 6, 4, 0, 0, 6, 8, 37, 19, 12, 0, 0, 0, 0, 66, 102, 97, 59, 22, 0, 0, 0, 0, 0, 0, 0, 47, 32, 53, 0, 0, 0, 0, 0, 62, 57, 48, 44, 58, 55, 60, 65, 68, 65, 64, 63, "NORTHWESTERN FORESTED MOUNTAINS"
"655667", "ak048.crn", 1925, "BRCL", 67.11667, -149.9167, 100, -30.9, -23.1, -13.6, -0.4, 12.6, 19.5, 19.3, 19.3, 9.3, 0.8, -14.7, -20.7, -39.9, -34.4, -25.5, -14.4, -0.5, 5.6, 5.7, 4.9, 0.4, -8.8, -21.5, -28.2, -35.4, -28.7, -19.5, -7.4, 6.1, 12.6, 12.5, 12.1, 4.9, -4, -18.1, -24.4, 14, 23, 22, 5, 11, 41, 48, 34, 161, 36, 37, 10, 1094, 803, 607, 227, 3, 0, 0, 0, 6, 151, 539, 755, 0, 0, 0, 1, 63, 227, 233, 220, 45, 4, 0, 0, 1648, 1304, 1165, 760, 760, 370, 159, 171, 185, 394, 685, 1082, 1310, 0, 0, 0, 0, 1, 4, 2, 3, 0, 0, 0, 0, 0, 0, 0, 0, 12, 28, 30, 29, 15, 1, 0, 0, 14, 23, 22, 5, 2, 0, 1, 1, 25, 41, 15, 18, 0, 0, 0, 0, 66, 99, 93, 70, 23, 0, 0, 0, 0, 0, 0, 0, 56, 58, 45, 36, 0, 0, 0, 0, 52, 45, 47, 45, 57, 57, 58, 56, 70, 62, 68, 56, "NORTHWESTERN FORESTED MOUNTAINS"
"655944", "ak048.crn", 1909, "BRCL", 67.11667, -149.9167, 100, -27.7, -20.6, -13.6, -2.4, 11.3, 19, 21.2, 17.8, 8.3, -6.3, -20.3, -21.5, -37.5, -35.1, -28.3, -18, -1.3, 5.1, 7.4, 3.3, -5.4, -17.8, -29.4, -31.2, -32.6, -27.9, -21, -10.2, 5, 12, 14.3, 10.5, 1.5, -12, -24.9, -26.3, 15, 9, 10, 12, 27, 48, 48, 57, 45, 33, 22, 18, 1007, 779, 651, 311, 6, 0, 0, 0, 24, 369, 739, 814, 0, 0, 0, 1, 46, 212, 288, 170, 16, 0, 0, 0, 1561, 1281, 1209, 844, 844, 403, 179, 119, 233, 496, 934, 1284, 1369, 0, 0, 0, 0, 1, 3, 6, 1, 0, 0, 0, 0, 0, 0, 0, 0, 10, 28, 31, 26, 3, 0, 0, 0, 15, 9, 10, 12, 8, 0, 0, 2, 28, 32, 17, 17, 0, 0, 0, 0, 62, 97, 99, 67, 24, 0, 0, 0, 0, 0, 0, 0, 35, 50, 52, 10, 0, 0, 0, 0, 50, 35, 37, 39, 58, 57, 58, 55, 52, 51, 56, 51, "NORTHWESTERN FORESTED MOUNTAINS"
"656221", "ak048.crn", 1953, "BRCL", 67.11667, -149.9167, 100, -27.4, -17, -13.8, 3.1, 14.3, 21.1, 21.5, 16.9, 9.1, -4.2, -14.8, -18.2, -38.7, -27.6, -29.1, -13.3, -0.7, 5.9, 5.5, 3.8, -2.2, -13.8, -22.9, -26.5, -33, -22.3, -21.4, -5.1, 6.8, 13.5, 13.5, 10.3, 3.4, -9, -18.9, -22.4, 5, 23, 6, 4, 16, 128, 28, 76, 78, 36, 7, 10, 1022, 625, 665, 176, 2, 0, 0, 0, 11, 227, 562, 692, 0, 0, 0, 3, 78, 254, 266, 164, 29, 1, 0, 0, 1576, 1125, 1223, 694, 694, 348, 140, 138, 239, 437, 841, 1105, 1246, 0, 0, 0, 0, 1, 7, 4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 12, 28, 30, 27, 8, 0, 0, 0, 5, 23, 6, 4, 2, 0, 0, 3, 20, 39, 21, 7, 0, 0, 0, 0, 73, 106, 105, 63, 24, 0, 0, 0, 0, 0, 0, 0, 58, 0, 77, 0, 0, 0, 0, 0, 44, 51, 35, 40, 52, 54, 52, 59, 61, 59, 62, 49, "NORTHWESTERN FORESTED MOUNTAINS"
"656498", "ak048.crn", 1961, "BRCL", 67.11667, -149.9167, 100, -17.5, -20.7, -16.8, -3.4, 14.1, 19.4, 19.5, 16.6, 9.4, -6.8, -18.9, -26.9, -26.9, -31.7, -32, -18.8, -1.4, 4.6, 5.3, 3.8, -1.6, -16, -28.8, -36.6, -22.2, -26.2, -24.4, -11.1, 6.4, 12, 12.4, 10.2, 3.9, -11.4, -23.8, -31.7, 5, 9, 11, 13, 14, 65, 68, 104, 132, 43, 17, 16, 689, 734, 757, 337, 3, 0, 0, 0, 9, 350, 707, 980, 0, 0, 0, 0, 69, 211, 230, 159, 34, 0, 0, 0, 1243, 1235, 1316, 871, 871, 361, 181, 174, 243, 422, 915, 1253, 1536, 0, 0, 0, 0, 1, 3, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 9, 27, 30, 27, 9, 0, 0, 0, 5, 9, 11, 13, 2, 1, 1, 5, 57, 35, 8, 10, 0, 0, 0, 0, 73, 100, 95, 62, 25, 0, 0, 0, 0, 0, 0, 0, 60, 35, 27, 0, 0, 0, 0, 0, 55, 48, 34, 39, 51, 55, 56, 60, 62, 60, 53, 57, "NORTHWESTERN FORESTED MOUNTAINS"
"656775", "ak048.crn", 1938, "BRCL", 67.11667, -149.9167, 100, -27, -23, -12.3, 1, 12.4, 20.1, 21, 17.4, 11.2, 2.3, -11.6, -18.2, -36.4, -33.6, -27.2, -13.9, -2, 4, 6.1, 4.8, 0, -7.4, -20.1, -27.1, -31.7, -28.3, -19.7, -6.4, 5.2, 12.1, 13.6, 11.1, 5.6, -2.6, -15.9, -22.7, 13, 22, 12, 4, 17, 19, 76, 101, 67, 29, 21, 12, 980, 791, 614, 204, 5, 0, 0, 0, 4, 116, 473, 701, 0, 0, 0, 2, 50, 213, 266, 187, 56, 6, 0, 0, 1534, 1293, 1172, 733, 733, 396, 178, 138, 216, 371, 640, 1015, 1256, 0, 0, 0, 0, 1, 3, 4, 2, 1, 0, 0, 0, 0, 0, 0, 0, 8, 26, 30, 29, 14, 1, 0, 0, 13, 22, 12, 4, 5, 0, 1, 4, 10, 32, 15, 9, 0, 0, 0, 0, 67, 105, 101, 63, 27, 0, 0, 0, 0, 0, 0, 0, 50, 85, 25, 0, 0, 0, 0, 0, 52, 48, 37, 43, 53, 51, 55, 61, 63, 62, 61, 55, "NORTHWESTERN FORESTED MOUNTAINS"
"657052", "ak048.crn", 1982, "BRCL", 67.11667, -149.9167, 100, -24.2, -18.2, -10.1, -1.3, 10.7, 20.4, 22, 18.9, 10.2, -9.2, -16.4, -16.3, -34.9, -29.6, -25.1, -16.6, -2.9, 5.2, 8.3, 4.4, 0.2, -19, -24.7, -25.4, -29.6, -23.9, -17.6, -8.9, 3.9, 12.8, 15.1, 11.6, 5.2, -14.1, -20.5, -20.9, 9, 10, 24, 21, 13, 73, 100, 62, 138, 26, 20, 16, 914, 669, 547, 273, 10, 0, 0, 0, 5, 433, 611, 646, 0, 0, 0, 1, 33, 233, 315, 205, 49, 0, 0, 0, 1469, 1169, 1105, 806, 806, 437, 154, 98, 199, 385, 1000, 1155, 1200, 0, 0, 0, 0, 1, 5, 9, 2, 0, 0, 0, 0, 0, 0, 0, 0, 6, 28, 31, 28, 15, 0, 0, 0, 9, 10, 24, 21, 5, 0, 1, 2, 14, 36, 27, 9, 0, 0, 0, 0, 62, 104, 102, 69, 25, 0, 0, 0, 0, 0, 0, 0, 49, 31, 1, 7, 0, 0, 0, 0, 48, 47, 38, 41, 54, 54, 59, 56, 66, 57, 61, 57, "NORTHWESTERN FORESTED MOUNTAINS"
"657329", "ak048.crn", 1910, "BRCL", 67.11667, -149.9167, 100, -26.2, -21.1, -13.3, -2.4, 12.3, 18.9, 20.1, 18.7, 11, -4.7, -15.7, -21.7, -35, -32.5, -26.8, -19, -1.9, 5.1, 6.2, 2.8, -2.9, -15.5, -26.3, -32, -30.6, -26.8, -20.1, -10.7, 5.2, 12, 13.2, 10.7, 4.1, -10.1, -21, -26.9, 26, 10, 12, 9, 20, 51, 38, 54, 69, 32, 20, 17, 946, 749, 623, 326, 5, 0, 0, 0, 8, 311, 624, 830, 0, 0, 0, 0, 49, 211, 254, 176, 35, 1, 0, 0, 1500, 1250, 1181, 859, 859, 397, 181, 147, 227, 419, 874, 1168, 1386, 0, 0, 0, 0, 1, 3, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 8, 28, 30, 24, 6, 0, 0, 0, 26, 10, 12, 9, 5, 0, 0, 2, 23, 33, 22, 18, 0, 0, 0, 0, 67, 96, 97, 70, 28, 0, 0, 0, 0, 0, 0, 0, 47, 46, 58, 16, 0, 0, 0, 0, 55, 46, 42, 36, 54, 58, 57, 52, 54, 54, 51, 53, "NORTHWESTERN FORESTED MOUNTAINS"
"657606", "ak048.crn", 1996, "BRCL", 67.11667, -149.9167, 100, -27.8, -19.4, -9.2, 1.2, 12.7, 20.2, 21, 16.7, 7, -9.3, -19.2, -21.3, -36.1, -30, -24.2, -15.8, -1.8, 5.4, 7.6, 3.3, -2.8, -20.7, -26.9, -29, -31.9, -24.7, -16.7, -7.3, 5.4, 12.8, 14.3, 10, 2.1, -15, -23, -25.2, 24, 34, 14, 4, 9, 51, 49, 73, 61, 31, 20, 18, 988, 691, 520, 226, 4, 0, 0, 0, 18, 459, 685, 779, 0, 0, 0, 1, 53, 233, 288, 153, 19, 0, 0, 0, 1542, 1192, 1077, 759, 759, 389, 155, 119, 249, 477, 1027, 1230, 1334, 0, 0, 0, 0, 1, 5, 6, 1, 0, 0, 0, 0, 0, 0, 0, 0, 8, 28, 31, 26, 7, 0, 0, 0, 24, 34, 14, 4, 2, 0, 0, 4, 9, 32, 7, 6, 0, 0, 0, 0, 68, 103, 98, 63, 21, 0, 0, 0, 0, 0, 0, 0, 59, 52, 49, 0, 0, 0, 0, 0, 57, 50, 38, 37, 53, 55, 59, 58, 65, 50, 62, 57, "NORTHWESTERN FORESTED MOUNTAINS"
"657883", "ak048.crn", 1979, "BRCL", 67.11667, -149.9167, 100, -18.8, -27, -11.2, 1, 15.8, 19.4, 21.8, 21.2, 11.5, -0.7, -6.4, -25.1, -28.4, -40.1, -26.3, -14.5, -0.3, 4.6, 6.7, 6.8, -1.2, -8.7, -14.4, -35.3, -23.6, -33.5, -18.7, -6.8, 7.8, 12, 14.2, 14, 5.1, -4.7, -10.4, -30.2, 7, 2, 12, 16, 19, 73, 59, 36, 38, 37, 65, 13, 731, 936, 583, 210, 1, 0, 0, 0, 5, 167, 311, 932, 0, 0, 0, 2, 100, 210, 286, 280, 48, 3, 1, 0, 1285, 1439, 1141, 742, 742, 318, 181, 121, 123, 387, 707, 850, 1488, 0, 0, 0, 0, 2, 3, 6, 7, 0, 0, 0, 0, 0, 0, 0, 0, 13, 27, 30, 30, 10, 1, 0, 0, 7, 2, 12, 16, 2, 1, 0, 0, 8, 28, 32, 19, 0, 0, 0, 0, 79, 100, 104, 75, 28, 0, 0, 0, 0, 0, 0, 0, 60, 27, 44, 39, 0, 0, 0, 0, 55, 37, 37, 41, 50, 55, 55, 56, 58, 67, 65, 48, "NORTHWESTERN FORESTED MOUNTAINS"
"658160", "ak048.crn", 1908, "BRCL", 67.11667, -149.9167, 100, -21.6, -18.3, -12.6, 0.1, 10.4, 19.6, 21.7, 17.4, 7.9, -6.2, -13.6, -15.3, -32.9, -30.6, -27.4, -16.9, -1.2, 5.6, 9, 4.4, -2.1, -15.8, -23.7, -26, -27.2, -24.5, -20, -8.4, 4.6, 12.6, 15.4, 10.9, 2.9, -11, -18.6, -20.7, 13, 12, 20, 5, 25, 39, 34, 39, 73, 32, 18, 17, 843, 685, 621, 259, 7, 0, 0, 0, 13, 338, 554, 640, 0, 0, 0, 1, 41, 228, 323, 181, 25, 0, 0, 0, 1397, 1185, 1179, 792, 792, 415, 158, 91, 222, 452, 902, 1097, 1194, 0, 0, 0, 0, 1, 4, 10, 1, 0, 0, 0, 0, 0, 0, 0, 0, 10, 28, 31, 28, 8, 0, 0, 0, 13, 12, 20, 5, 8, 0, 0, 1, 36, 44, 16, 13, 0, 0, 0, 0, 59, 99, 99, 64, 22, 0, 0, 0, 0, 0, 0, 0, 34, 60, 65, 25, 0, 0, 0, 0, 46, 44, 37, 36, 61, 57, 61, 59, 65, 59, 54, 56, "NORTHWESTERN FORESTED MOUNTAINS"
"658437", "ak048.crn", 1914, "BRCL", 67.11667, -149.9167, 100, -23.3, -16.6, -13.3, -1.8, 11.3, 20.5, 20.2, 18.2, 7.4, -1.1, -14.9, -10.5, -33.3, -27.5, -27.3, -15.8, -0.9, 6.8, 7.9, 5.6, -3.3, -11.8, -23.8, -20.5, -28.3, -22, -20.3, -8.8, 5.2, 13.7, 14, 11.9, 2.1, -6.4, -19.3, -15.5, 14, 14, 21, 15, 21, 45, 56, 47, 58, 29, 21, 33, 874, 617, 631, 269, 5, 0, 0, 0, 19, 199, 575, 482, 0, 0, 0, 1, 49, 259, 281, 215, 19, 2, 0, 0, 1429, 1117, 1189, 803, 803, 398, 136, 126, 190, 478, 760, 1119, 1035, 0, 0, 0, 0, 1, 7, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0, 11, 29, 31, 29, 6, 0, 0, 0, 14, 14, 21, 14, 6, 0, 0, 1, 26, 37, 34, 13, 0, 0, 0, 0, 62, 101, 93, 65, 22, 0, 0, 0, 0, 0, 0, 0, 41, 56, 37, 19, 0, 0, 0, 0, 51, 50, 40, 44, 59, 58, 62, 61, 62, 56, 59, 49, "NORTHWESTERN FORESTED MOUNTAINS"
"658714", "ak048.crn", 1987, "BRCL", 67.11667, -149.9167, 100, -18.8, -18.2, -10, 0.4, 13.4, 20.4, 22.2, 18.9, 7.5, -1.4, -14.7, -18, -28.8, -28, -25.1, -15.8, -0.6, 6.3, 8.4, 5.1, -2.4, -9, -20.9, -26.4, -23.8, -23.1, -17.6, -7.7, 6.4, 13.3, 15.3, 12, 2.5, -5.2, -17.8, -22.2, 14, 8, 3, 3, 26, 73, 54, 43, 101, 39, 25, 25, 738, 647, 547, 238, 3, 0, 0, 0, 16, 177, 531, 687, 0, 0, 0, 1, 69, 250, 321, 217, 22, 3, 0, 0, 1293, 1147, 1105, 771, 771, 361, 143, 93, 188, 465, 722, 1074, 1242, 0, 0, 0, 0, 1, 6, 10, 2, 0, 0, 0, 0, 0, 0, 0, 0, 12, 29, 31, 29, 7, 1, 0, 0, 14, 8, 3, 3, 4, 0, 0, 1, 20, 41, 13, 21, 0, 0, 0, 0, 70, 102, 103, 68, 22, 0, 0, 0, 0, 0, 0, 0, 43, 29, 49, 25, 0, 0, 0, 0, 53, 53, 37, 39, 55, 57, 58, 57, 65, 68, 71, 63, "NORTHWESTERN FORESTED MOUNTAINS"
"658991", "ak048.crn", 1988, "BRCL", 67.11667, -149.9167, 100, -19.8, -15.1, -8.9, 1.8, 14, 21.5, 22.6, 17.7, 9, -9.1, -20, -14.8, -28.4, -25.2, -22.8, -11.6, 1.3, 6.2, 8.8, 5.5, -1.9, -19.2, -26.7, -23.7, -24.1, -20.1, -15.8, -4.9, 7.6, 13.9, 15.7, 11.6, 3.6, -14.2, -23.3, -19.3, 23, 13, 5, 5, 31, 41, 38, 88, 59, 35, 17, 20, 747, 565, 493, 170, 1, 0, 0, 0, 10, 434, 694, 597, 0, 0, 0, 3, 97, 266, 333, 204, 30, 0, 0, 0, 1302, 1064, 1051, 686, 686, 322, 131, 83, 201, 434, 1001, 1239, 1151, 0, 0, 0, 0, 2, 8, 12, 2, 0, 0, 0, 0, 0, 0, 0, 0, 18, 29, 31, 29, 9, 0, 0, 0, 23, 13, 5, 5, 3, 0, 0, 3, 42, 38, 25, 25, 0, 0, 0, 0, 70, 108, 104, 63, 24, 0, 0, 0, 0, 0, 0, 0, 39, 67, 66, 0, 0, 0, 0, 0, 58, 53, 42, 48, 59, 54, 59, 62, 63, 56, 67, 60, "NORTHWESTERN FORESTED MOUNTAINS"
